ID,E_Fiorenza,K_Dobkowski,C_Wendt,Include_title,EF_Abs,KD_Abs,CW_Abs,Notes,Include_abstract,Method_Counting_parasites,Portion_of_Body,Geographic_Location_Name,Latitude_decimaldegrees,Longitude_decimaldegrees,Depth_m,Depth_min_m,Depth_max_m,Month_season_collection,Year_collection,Year_collection_min,Year_collection_max,Length_cm,Length_SD_cm,Length_SE_cm,Length_min_cm,Length_max_cm,Length_median_cm,Length_PAL_cm,Length_SL_cm,Length_SL_SE_cm,Length_SL_min_cm,Length_SL_max_cm,Length_TL_cm,Length_TL_cm_SE,Length_TL_cm_SD,Length_TL_cm_min,Length_TL_cm_max,Length_FL_cm_mean,Length_FL_cm_SE,Length_FL_SD,Length_FL_cm_min,Length_FL_cm_max,Length_Dorsal_Mantle_cm,Length_Dorsal_Mantle_SE_cm,Length_Dorsal_Mantle_Range_Min_cm,Length_Dorsal_Mantle_Range_Max_cm,Weight_kg,Weight_SE_kg,Weight_SD_kg,Weight_Min_kg,Weight_Max_kg,Age_mean_yrs,Age_SE_yrs,Age_Min,Age_Max,Wild_Farmed,Host,Parasite,Total_Fish_Examined,Implicit,Prevalence,Intensity_Mean,Intensity_SE,Intensity_SD,Intensity_ConfidenceLevel95_Min,Intensity_ConfidenceLevel95_Max,Intensity_Range_Low,Intensity_Range_High,Abundance_mean_per_fish,Abundance_SE,Abundance_SD,Abundance_Variance,Abundance_ConfidenceLevel95_Min,Abundance_ConfidenceLevel95_Max,Abundance_Range_Min,Abundance_Range_Max,Total_Number_of_Parasites,Percent_in_Flesh,Use_Data,Exclusion_Reason,Person_collecting_data,Title,Authors_List,CA,GP,Publication_Type,SO,VL,IS,SI,MA,BP,EP,AR,Year,CT,CY,SP,CL
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,West 4T,47.205845,-63.800103,,,,,,2004,2005,,,,,,,,,,,,37.65,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Anisakis simplex,111,,,,,,,,,,0.79,0.13,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,Slope,46.005122,-58.663269,,,,,2006,,,,,,,,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Anisakis simplex,127,,,,,,,,,,1.9,0.16,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,East 4T,46.859401,-61.512767,,,,,,2004,2005,,,,,,,,,,,,38.08,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Anisakis simplex,110,,,,,,,,,,1.5,0.21,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,Channel,46.615552,-60.098007,,,,,2006,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Anisakis simplex,122,,,,,,,,,,2.2,0.21,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,West 4T,47.205845,-63.800103,,,,,,2004,2005,,,,,,,,,,,,37.65,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Pseudoterranova decipiens,111,,,,,,,,,,2.3,0.24,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,Slope,46.005122,-58.663269,,,,,2006,,,,,,,,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Pseudoterranova decipiens,127,,,,,,,,,,3.5,0.37,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,East 4T,46.859401,-61.512767,,,,,,2004,2005,,,,,,,,,,,,38.08,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Pseudoterranova decipiens,110,,,,,,,,,,4.2,0.5,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1200_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Whole,Channel,46.615552,-60.098007,,,,,2006,,,,,,,,,,,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,Wild,Gadus morhua,Pseudoterranova decipiens,122,,,,,,,,,,4.2,0.43,,,,,,,,,,,EF,Use of parasites as tags in delineating stocks of Atlantic cod (Gadus morhua) from the southern Gulf of St. Lawrence and the Cape Breton Shelf,McClelland  Gary  Melendy  Jason,,,J,FISHERIES RESEARCH,107,3-Jan,,,233,238,,2011,,,,
1203_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Iberian Peninsula,43,-6,,,,,2007,,,,,,,,,,,,,,24.72292994,,,,,,,,,,,,,,,,,,,,,,,Wild,Lophius piscatorius,Anisakis Type 1,157,,,,,,,,,,14.6,,,,9.5,23.4,,,,,,,EF,Influence of Host Biological Features on Macroparasites of the Two European Anglerfish Species  Lophius piscatorius and Lophius budegassa  Off North and Northwest Spain,Canas  Lucia  Paz Sampedro  M.  Farina  A. Celso,,,J,JOURNAL OF PARASITOLOGY,96,1,,,191,193,,2010,,,,
1203_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Iberian Peninsula,43,-6,,,,,2007,,,,,,,,,,,,,,46.78205128,,,,,,,,,,,,,,,,,,,,,,,Wild,Lophius budegassa,Anisakis Type 1,39,,,,,,,,,,59.1,,,,41.7,90.5,,,,,,,EF,Influence of Host Biological Features on Macroparasites of the Two European Anglerfish Species  Lophius piscatorius and Lophius budegassa  Off North and Northwest Spain,Canas  Lucia  Paz Sampedro  M.  Farina  A. Celso,,,J,JOURNAL OF PARASITOLOGY,96,1,,,191,193,,2010,,,,
1203_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Iberian Peninsula,43,-6,,,,,2007,,,,,,,,,,,,,,24.72292994,,,,,,,,,,,,,,,,,,,,,,,Wild,Lophius piscatorius,Anisakis sp,157,1,,,,,,,,,0,,0,,,,,,,,,,EF,Influence of Host Biological Features on Macroparasites of the Two European Anglerfish Species  Lophius piscatorius and Lophius budegassa  Off North and Northwest Spain,Canas  Lucia  Paz Sampedro  M.  Farina  A. Celso,,,J,JOURNAL OF PARASITOLOGY,96,1,,,191,193,,2010,,,,
1203_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Iberian Peninsula,43,-6,,,,,2007,,,,,,,,,,,,,,46.78205128,,,,,,,,,,,,,,,,,,,,,,,Wild,Lophius budegassa,Anisakis sp,39,1,,,,,,,,,0,,0,,,,,,,,,,EF,Influence of Host Biological Features on Macroparasites of the Two European Anglerfish Species  Lophius piscatorius and Lophius budegassa  Off North and Northwest Spain,Canas  Lucia  Paz Sampedro  M.  Farina  A. Celso,,,J,JOURNAL OF PARASITOLOGY,96,1,,,191,193,,2010,,,,
1206_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Madeira,32.768529,-16.531411,,,,Autumn,2005,,,,,,,,,,,,,,,,,,,109.4,,7.5,,,,,,,,,,,,,,,,Wild,Aphanopus carbo,Anisakis sp,30,,,,,,,,,,173.3,,159.7,,,,,,,,,,EF,Parasitic infection levels by Anisakis spp. larvae (Nematoda  Anisakidae) in the black scabbardfish Aphanopus carbo (Osteichthyes  Trichiuridae) from Portuguese waters,Cruz  Cristina  Saraiva  Aurelia  Santos  Maria Joao  Eiras  Jorge C.  Ventura  Carla  Soares  Joao Paulo  Hermida  Margarida,,,J,SCIENTIA MARINA,73,,,,115,120,,2009,,,,
1206_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Madeira,32.768529,-16.531411,,,,Winter,2005,,,,,,,,,,,,,,,,,,,112.4,,6.3,,,,,,,,,,,,,,,,Wild,Aphanopus carbo,Anisakis sp,30,,,,,,,,,,159.4,,95.2,,,,,,,,,,EF,Parasitic infection levels by Anisakis spp. larvae (Nematoda  Anisakidae) in the black scabbardfish Aphanopus carbo (Osteichthyes  Trichiuridae) from Portuguese waters,Cruz  Cristina  Saraiva  Aurelia  Santos  Maria Joao  Eiras  Jorge C.  Ventura  Carla  Soares  Joao Paulo  Hermida  Margarida,,,J,SCIENTIA MARINA,73,,,,115,120,,2009,,,,
1206_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Madeira,32.768529,-16.531411,,,,Spring,2006,,,,,,,,,,,,,,,,,,,111.4,,3.6,,,,,,,,,,,,,,,,Wild,Aphanopus carbo,Anisakis sp,30,,,,,,,,,,244.9,,162.5,,,,,,,,,,EF,Parasitic infection levels by Anisakis spp. larvae (Nematoda  Anisakidae) in the black scabbardfish Aphanopus carbo (Osteichthyes  Trichiuridae) from Portuguese waters,Cruz  Cristina  Saraiva  Aurelia  Santos  Maria Joao  Eiras  Jorge C.  Ventura  Carla  Soares  Joao Paulo  Hermida  Margarida,,,J,SCIENTIA MARINA,73,,,,115,120,,2009,,,,
1206_Search_1,yes,yes,,1,,yes,,,1,Microscopy,Viscera,Madeira,32.768529,-16.531411,,,,Summer,2006,,,,,,,,,,,,,,,,,,,110.9,,7.1,,,,,,,,,,,,,,,,Wild,Aphanopus carbo,Anisakis sp,30,,,,,,,,,,437.9,,292.9,,,,,,,,,,EF,Parasitic infection levels by Anisakis spp. larvae (Nematoda  Anisakidae) in the black scabbardfish Aphanopus carbo (Osteichthyes  Trichiuridae) from Portuguese waters,Cruz  Cristina  Saraiva  Aurelia  Santos  Maria Joao  Eiras  Jorge C.  Ventura  Carla  Soares  Joao Paulo  Hermida  Margarida,,,J,SCIENTIA MARINA,73,,,,115,120,,2009,,,,
